county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Johnson,10 Blue River 1,Registered Voters,,,,,594,,,
Johnson,10 Blue River 1,Ballots Cast,,,,,327,,,
Johnson,10 Blue River 1,Public Question-Const Amendment,,,,Yes,170,82,85,3
Johnson,10 Blue River 1,Public Question-Const Amendment,,,,No,114,74,40,0
Johnson,10 Blue River 1,President,,1,REP,Donald J. TRUMP / JD VANCE,264,152,110,2
Johnson,10 Blue River 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,58,29,24,5
Johnson,10 Blue River 1,President,,1,LBT,Chase OLIVER / Mike terr MATT,2,0,2,0
Johnson,10 Blue River 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,1,1,0,0
Johnson,10 Blue River 1,President,,1,,Write-In,1,0,1,0
Johnson,10 Blue River 1,U.S. Senate,,1,REP,Jim BANKS,218,127,89,2
Johnson,10 Blue River 1,U.S. Senate,,1,DEM,Valerie McCRAY,46,24,17,5
Johnson,10 Blue River 1,U.S. Senate,,1,LBT,Andrew HORNING,10,6,4,0
Johnson,10 Blue River 1,U.S. Senate,,1,,Write-In,1,0,1,0
Johnson,10 Blue River 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,215,129,84,2
Johnson,10 Blue River 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,60,31,24,5
Johnson,10 Blue River 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,35,14,21,0
Johnson,10 Blue River 1,Governor,,1,,Write-In,1,0,1,0
Johnson,10 Blue River 1,Attorney General,,1,REP,Todd ROKITA,228,134,92,2
Johnson,10 Blue River 1,Attorney General,,1,DEM,Destiny WELLS,57,30,22,5
Johnson,10 Blue River 1,U.S. House,6,1,REP,Jefferson SHREVE,229,132,94,3
Johnson,10 Blue River 1,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,45,27,14,4
Johnson,10 Blue River 1,U.S. House,6,1,LBT,James Michael SCENIAK,15,7,8,0
Johnson,10 Blue River 1,U.S. House,6,1,,Write-In,1,0,1,0
Johnson,10 Blue River 1,State House,47,1,REP,Robb GREENE,235,138,95,2
Johnson,10 Blue River 1,State House,47,1,DEM,Michael E. POTTER,52,30,18,4
Johnson,10 Blue River 1,Circuit Court Judge 8th Judicial Circuit,,1,REP,Andy ROESENER,260,148,111,1
Johnson,10 Blue River 1,Judge of the Superior Court No. 1,,1,REP,Brandi Foster KIRKENDALL,241,139,101,1
Johnson,10 Blue River 1,Judge of the Superior Court No. 1,,1,DEM,Gloria J. DANIELSON,54,30,20,4
Johnson,10 Blue River 1,County Treasurer,,1,REP,Kimberly (Kim) HAMILTON,256,146,109,1
Johnson,10 Blue River 1,County Coroner,,1,REP,Michael D. PRUITT,258,149,106,3
Johnson,10 Blue River 1,County Surveyor,,1,REP,J. Gregory CANTWELL,238,140,97,1
Johnson,10 Blue River 1,County Commissioner,1,1,REP,Brian P. BAIRD,241,142,98,1
Johnson,10 Blue River 1,County Commissioner,3,1,REP,Ronald H. (Ron) WEST,239,138,99,2
Johnson,10 Blue River 1,County Commissioner,3,1,DEM,Chele HEID,44,26,14,4
Johnson,10 Blue River 1,County Council Member,,3,REP,Ronald (Ron) BATES,176,103,72,1
Johnson,10 Blue River 1,County Council Member,,3,REP,Michele Ann GRAVES,137,85,52,0
Johnson,10 Blue River 1,County Council Member,,3,REP,Melinda GRIESEMER,119,75,44,0
Johnson,10 Blue River 1,County Council Member,,3,DEM,Michael CHIAPPETTA,35,24,9,2
Johnson,10 Blue River 1,County Council Member,,3,DEM,Blythe E. POTTER,43,24,17,2
Johnson,10 Blue River 1,County Council Member,,3,DEM,Saad TAWFEEQ,27,18,7,2
Johnson,10 Blue River 1,Edinburgh SB,At Large,2,,Cathy J. HAMM,209,121,84,4
Johnson,10 Blue River 1,Edinburgh SB,At Large,2,,Carol SWANSON,141,81,56,4
Johnson,10 Blue River 1,IN Supreme Court-Rush,,,,Yes,187,98,88,1
Johnson,10 Blue River 1,IN Supreme Court-Rush,,,,No,59,33,24,2
Johnson,10 Blue River 1,IN Supreme Court-Massa,,,,Yes,185,103,81,1
Johnson,10 Blue River 1,IN Supreme Court-Massa,,,,No,56,29,25,2
Johnson,10 Blue River 1,IN Supreme Court-Molter,,,,Yes,189,99,89,1
Johnson,10 Blue River 1,IN Supreme Court-Molter,,,,No,61,37,22,2
Johnson,10 Blue River 1,Court of Appeals Dist 1-Foley,,,,Yes,192,107,84,1
Johnson,10 Blue River 1,Court of Appeals Dist 1-Foley,,,,No,52,25,25,2
Johnson,10 Blue River 1,Court of Appeals Dist 4-Pyle III,,,,Yes,185,102,82,1
Johnson,10 Blue River 1,Court of Appeals Dist 4-Pyle III,,,,No,56,30,24,2
Johnson,10 Blue River 1,Straight Party,,,DEM,,17,,,
Johnson,10 Blue River 1,Straight Party,,,REP,,128,,,
Johnson,10 Blue River 2,Registered Voters,,,,,695,,,
