county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Grant,01 - Center 01,Registered Voters,,,,,794,,,
Grant,01 - Center 01,Ballots Cast,,,,,389,125,241,23
Grant,01 - Center 01,Public Question-Const Amendment,,1,,Yes,175,58,106,11
Grant,01 - Center 01,Public Question-Const Amendment,,1,,No,149,49,93,7
Grant,01 - Center 01,President,,1,REP,Donald J. TRUMP / JD VANCE,238,64,166,8
Grant,01 - Center 01,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,144,58,71,15
Grant,01 - Center 01,President,,1,LBT,Chase OLIVER / Mike terr MAAT,0,0,0,0
Grant,01 - Center 01,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,2,1,1,0
Grant,01 - Center 01,President,,1,,Write-In,1,1,0,0
Grant,01 - Center 01,U.S. Senate,,1,REP,Jim BANKS,215,63,144,8
Grant,01 - Center 01,U.S. Senate,,1,DEM,Valerie McCRAY,127,47,65,15
Grant,01 - Center 01,U.S. Senate,,1,LBT,Andrew HORNING,8,2,6,0
Grant,01 - Center 01,U.S. Senate,,1,,Write-In,0,0,0,0
Grant,01 - Center 01,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,205,59,139,7
Grant,01 - Center 01,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,141,54,72,15
Grant,01 - Center 01,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,26,8,18,0
Grant,01 - Center 01,Governor,,1,,Write-In,0,0,0,0
Grant,01 - Center 01,Attorney General,,1,REP,Todd ROKITA,207,59,141,7
Grant,01 - Center 01,Attorney General,,1,DEM,Destiny WELLS,138,57,66,15
Grant,01 - Center 01,U.S. House,5,1,REP,Victoria SPARTZ,212,57,148,7
Grant,01 - Center 01,U.S. House,5,1,DEM,Deborah A PICKETT,136,56,67,13
Grant,01 - Center 01,U.S. House,5,1,LBT,Lauri SHILLINGS,10,4,5,1
Grant,01 - Center 01,U.S. House,5,1,IND,Robby SLAUGHTER,11,3,7,1
Grant,01 - Center 01,U.S. House,5,1,,Write-In,0,0,0,0
Grant,01 - Center 01,State House,31,1,REP,Lori J. GOSS-REAVES,271,77,175,19
