county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Warren,ADAMS,Registered Voters,,,,,375,,,
Warren,ADAMS,Ballots Cast,,,,,287,,,
Warren,ADAMS,Straight Party,,,REP,Republican,125,36,85,4
Warren,ADAMS,Straight Party,,,DEM,Democratic,36,7,29,0
Warren,ADAMS,Straight Party,,,LBT,Libertarian,1,0,1,0
Warren,ADAMS,Straight Party,,,WTP,We The People,1,1,0,0
Warren,ADAMS,Straight Party,,,,Total Votes,163,44,115,4
Warren,ADAMS,Straight Party,,,,Undervotes,124,30,86,8
Warren,ADAMS,Straight Party,,,,Overvotes,0,0,0,0
Warren,ADAMS,Public Question-Const Amendment,,,,Yes,131,33,95,3
Warren,ADAMS,Public Question-Const Amendment,,,,No,135,36,93,6
Warren,ADAMS,Public Question-Const Amendment,,,,Total Votes,266,69,188,9
Warren,ADAMS,Public Question-Const Amendment,,,,Undervotes,21,5,13,3
Warren,ADAMS,Public Question-Const Amendment,,,,Overvotes,0,0,0,0
Warren,ADAMS,President,,1,REP,Donald J. TRUMP / JD VANCE,198,56,135,7
Warren,ADAMS,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,79,17,60,2
Warren,ADAMS,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,0,2,0
Warren,ADAMS,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,3,1,2,0
Warren,ADAMS,President,,1,,Write-In,0,0,0,0
Warren,ADAMS,President,,1,,Total Votes,282,74,199,9
Warren,ADAMS,President,,1,,Undervotes,5,0,2,3
Warren,ADAMS,President,,1,,Overvotes,0,0,0,0
Warren,ADAMS,President,,1,,Invalid Votes,0,0,0,0
Warren,ADAMS,U.S. Senate,,1,REP,Jim BANKS,197,55,136,6
Warren,ADAMS,U.S. Senate,,1,DEM,Valerie McCRAY,78,16,58,4
Warren,ADAMS,U.S. Senate,,1,LBT,Andrew HORNING,5,2,3,0
Warren,ADAMS,U.S. Senate,,1,,Write-In,0,0,0,0
Warren,ADAMS,U.S. Senate,,1,,Total Votes,280,73,197,10
Warren,ADAMS,U.S. Senate,,1,,Undervotes,7,1,4,2
Warren,ADAMS,U.S. Senate,,1,,Overvotes,0,0,0,0
Warren,ADAMS,U.S. Senate,,1,,Invalid Votes,0,0,0,0
Warren,ADAMS,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,171,51,115,5
Warren,ADAMS,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,91,17,69,5
Warren,ADAMS,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,19,5,14,0
Warren,ADAMS,Governor,,1,,Write-In,0,0,0,0
Warren,ADAMS,Governor,,1,,Total Votes,281,73,198,10
Warren,ADAMS,Governor,,1,,Undervotes,6,1,3,2
Warren,ADAMS,Governor,,1,,Overvotes,0,0,0,0
Warren,ADAMS,Governor,,1,,Invalid Votes,0,0,0,0
Warren,ADAMS,Attorney General,,1,REP,Todd ROKITA,189,52,132,5
Warren,ADAMS,Attorney General,,1,DEM,Destiny WELLS,90,19,66,5
Warren,ADAMS,Attorney General,,1,,Total Votes,279,71,198,10
Warren,ADAMS,Attorney General,,1,,Undervotes,8,3,3,2
Warren,ADAMS,Attorney General,,1,,Overvotes,0,0,0,0
Warren,ADAMS,Attorney General,,1,,Invalid Votes,0,0,0,0
Warren,ADAMS,U.S. House,4,1,REP,Jim BAIRD,194,55,133,6
Warren,ADAMS,U.S. House,4,1,DEM,Derrick HOLDER,75,16,55,4
Warren,ADAMS,U.S. House,4,1,LBT,Ashley GROFF,7,1,6,0
Warren,ADAMS,U.S. House,4,1,,Total Votes,276,72,194,10
Warren,ADAMS,U.S. House,4,1,,Undervotes,11,2,7,2
Warren,ADAMS,U.S. House,4,1,,Overvotes,0,0,0,0
Warren,ADAMS,U.S. House,4,1,,Invalid Votes,0,0,0,0
Warren,ADAMS,State House,13,1,REP,Matthew (Matt) COMMONS,222,63,154,5
Warren,ADAMS,State House,13,1,DEM,Edward (Ed) MOYER JR.,58,9,44,5
Warren,ADAMS,State House,13,1,,Total Votes,280,72,198,10
Warren,ADAMS,State House,13,1,,Undervotes,7,2,3,2
Warren,ADAMS,State House,13,1,,Overvotes,0,0,0,0
