county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Sullivan,01 CASS 1,Registered Voters,,,,,566,,,
Sullivan,01 CASS 1,Ballots Cast,,,,,371,,,
Sullivan,01 CASS 1,Public Question-Const Amendment,,,,Yes,167,58,101,8
Sullivan,01 CASS 1,Public Question-Const Amendment,,,,No,151,45,101,5
Sullivan,01 CASS 1,President,,1,REP,Donald J. TRUMP / JD VANCE,294,97,191,6
Sullivan,01 CASS 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,63,19,37,7
Sullivan,01 CASS 1,President,,1,LBT,Chase OLIVER / Mike terr MATT,3,0,3,0
Sullivan,01 CASS 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,5,1,3,1
Sullivan,01 CASS 1,President,,1,,Write-In,1,0,1,0
Sullivan,01 CASS 1,U.S. Senate,,1,REP,Jim BANKS,258,85,167,6
Sullivan,01 CASS 1,U.S. Senate,,1,,Valerie McCRAY,69,21,41,7
Sullivan,01 CASS 1,U.S. Senate,,1,LBT,Andrew HORNING,13,3,9,1
Sullivan,01 CASS 1,U.S. Senate,,1,,Write-In,0,0,0,0
Sullivan,01 CASS 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,241,84,153,4
Sullivan,01 CASS 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,88,23,56,9
Sullivan,01 CASS 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,24,4,19,1
Sullivan,01 CASS 1,Governor,,1,,Write-In,0,0,0,0
Sullivan,01 CASS 1,Attorney General,,1,REP,Todd ROKITA,263,88,169,6
Sullivan,01 CASS 1,Attorney General,,1,DEM,Destiny WELLS,81,24,49,8
Sullivan,01 CASS 1,U.S. House,8,1,REP,Mark MESSMER,270,90,174,6
Sullivan,01 CASS 1,U.S. House,8,1,DEM,Erik HURT,71,20,43,8
Sullivan,01 CASS 1,U.S. House,8,1,LBT,K Richard FITZLAFF,10,2,8,0
Sullivan,01 CASS 1,U.S. House,8,1,,Write-In,0,0,0,0
Sullivan,01 CASS 1,State House,,1,REP,Bruce BORDERS,281,96,173,12
Sullivan,01 CASS 1,State House,,1,DEM,No Candidate Filed,0,0,0,0
Sullivan,01 CASS 1,County Treasurer,,1,REP,Stephanie GOODMAN,300,99,190,11
Sullivan,01 CASS 1,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Sullivan,01 CASS 1,County Coroner,,1,REP,Christy McCAMMON,292,96,185,11
Sullivan,01 CASS 1,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Sullivan,01 CASS 1,County Surveyor,,1,REP,Cheryl L WATERMAN,288,95,181,12
Sullivan,01 CASS 1,County Surveyor,,1,DEM,No Candidate Filed,0,0,0,0
Sullivan,01 CASS 1,County Commissioner,2,1,REP,Brant FORD,228,82,144,2
Sullivan,01 CASS 1,County Commissioner,2,1,DEM,Ray E. McCAMMON,127,33,83,11
Sullivan,01 CASS 1,County Commissioner,3,1,REP,John M. WATERMAN SR.,302,101,189,12
Sullivan,01 CASS 1,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Sullivan,01 CASS 1,County Council,At Large,3,,Matt CHICKADAUNCE,192,64,122,6
Sullivan,01 CASS 1,County Council,At Large,3,,Jackie Ann MONK,167,54,107,6
Sullivan,01 CASS 1,County Council,At Large,3,,Wes SCARBROUGH,161,55,100,6
Sullivan,01 CASS 1,County Council,At Large,3,,Nick CULLISON,107,27,72,8
Sullivan,01 CASS 1,Northeast School Board,1,1,," Kara Sue HARRIS",207,62,136,9
Sullivan,01 CASS 1,Northeast School Board,4,1,,Jarrod L BARRETT,62,16,46,0
