county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Bartholomew,Pct. 0100,Registered Voters,,,,,1293,,,
Bartholomew,Pct. 0100,Ballots Cast,,,,,694,,,
Bartholomew,Pct. 0100,Public Question-Const Amendment,,1,,Yes,290,176,101,13
Bartholomew,Pct. 0100,Public Question-Const Amendment,,1,,No,248,152,85,11
Bartholomew,Pct. 0100,President,,1,REP,Donald J. TRUMP / JD VANCE,316,192,111,13
Bartholomew,Pct. 0100,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,352,187,98,67
Bartholomew,Pct. 0100,President,,1,LBT,Chase OLIVER / Mike terr MAAT,10,4,6,0
Bartholomew,Pct. 0100,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,7,1,5,1
Bartholomew,Pct. 0100,President,,1,,Write-In,5,0,2,3
Bartholomew,Pct. 0100,U.S. Senate,,1,REP,Jim BANKS,288,179,92,17
Bartholomew,Pct. 0100,U.S. Senate,,1,DEM,Valerie McCRAY,329,175,94,60
Bartholomew,Pct. 0100,U.S. Senate,,1,LBT,Andrew HORNING,19,7,11,1
Bartholomew,Pct. 0100,U.S. Senate,,1,,Write-In,1,0,0,1
Bartholomew,Pct. 0100,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,294,182,99,13
Bartholomew,Pct. 0100,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,326,186,102,38
Bartholomew,Pct. 0100,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,19,5,14,0
Bartholomew,Pct. 0100,Governor,,1,,Write-In,0,0,0,0
Bartholomew,Pct. 0100,Attorney General,,1,REP,Todd ROKITA,295,185,98,12
Bartholomew,Pct. 0100,Attorney General,,1,DEM,Destiny WELLS,309,174,96,39
Bartholomew,Pct. 0100,U.S. House,6,1,REP,Jefferson SHREVE,304,187,100,17
Bartholomew,Pct. 0100,U.S. House,6,1,DEM,Cynthia (Cinde) WIRTH,337,181,94,62
Bartholomew,Pct. 0100,U.S. House,6,1,LBT,James Michael SCENIAK,18,4,13,1
Bartholomew,Pct. 0100,U.S. House,6,1,,Write-In,0,0,0,0
Bartholomew,Pct. 0100,State House,59,1,REP,Ryan LAUER,312,187,111,14
Bartholomew,Pct. 0100,State House,59,1,DEM,Ross THOMAS,314,183,95,36
Bartholomew,Pct. 0100,Judge of the Superior Court No. 1,,1,REP,James D. (Jim) WORTON,420,248,149,23
Bartholomew,Pct. 0100,County Coroner,,1,REP,Tom BARRETT,399,237,141,21
Bartholomew,Pct. 0100,County Surveyor,,1,REP,Jake FITZSIMMONS,398,236,141,21
Bartholomew,Pct. 0100,County Commissioner,1,1,REP,Larry S. KLEINHENZ,306,182,106,18
Bartholomew,Pct. 0100,County Commissioner,1,1,DEM,Josh BURBRINK,316,183,100,33
