county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Decatur,Greensburg 1,Ballots Cast,,,,280,59,292,631
Decatur,Greensburg 1,Registered Voters,,,,,,,1055
Decatur,Greensburg 1,Public Question-Const Amendment,,,Yes,148,6,152,306
Decatur,Greensburg 1,Public Question-Const Amendment,,,No,105,12,109,226
Decatur,Greensburg 1,President,,REP,Trump \ Vance,209,29,219,457
Decatur,Greensburg 1,President,,DEM,Harris \ Walz,63,30,65,158
Decatur,Greensburg 1,President,,LIB,Oliver \ Ter Maat,3,0,3,6
Decatur,Greensburg 1,President,,WTP,Kennedy Jr. \ Shanahan,2,0,2,4
Decatur,Greensburg 1,President,,,Write-ins,1,0,0,1
Decatur,Greensburg 1,U.S. Senate,,REP,Jim Banks,193,31,206,430
Decatur,Greensburg 1,U.S. Senate,,DEM,Valerie McCray,58,25,60,143
Decatur,Greensburg 1,U.S. Senate,,LIB,Andrew Horning,14,2,12,28
Decatur,Greensburg 1,U.S. Senate,,,Write-ins,0,0,0,0
Decatur,Greensburg 1,Governor,,REP,Braun \ Beckwith,171,28,192,391
Decatur,Greensburg 1,Governor,,DEM,Mccormick \ Goodin,74,29,75,178
Decatur,Greensburg 1,Governor,,LIB,Rainwater \ Hudson,20,1,15,36
Decatur,Greensburg 1,Governor,,,Write-ins,0,0,0,0
Decatur,Greensburg 1,Attorney General,,REP,Todd Rokita,194,29,214,437
Decatur,Greensburg 1,Attorney General,,DEM,Destiny Wells,75,28,71,174
Decatur,Greensburg 1,U.S. House,9,REP,Erin Houchin,201,27,211,439
Decatur,Greensburg 1,U.S. House,9,DEM,Timothy (Tim) Peck,57,27,63,147
Decatur,Greensburg 1,U.S. House,9,LIB,Russell (Russ) Brooksbank,10,2,11,23
Decatur,Greensburg 1,U.S. House,9,,Write-ins,0,0,0,0
Decatur,Greensburg 1,State Senator District 42,42,REP,Jean Leising,224,41,251,516
Decatur,Greensburg 1,State Representative District 73,73,REP,Jennifer Meltzer,202,32,217,451
Decatur,Greensburg 1,State Representative District 73,73,DEM,Hollie Payton,65,26,63,154
Decatur,Greensburg 1,Judge of the Circuit Court 69th Judicial,,REP,Timothy B. Day,216,40,244,500
Decatur,Greensburg 1,County Auditor,,REP,Christy Smiley,212,40,240,492
Decatur,Greensburg 1,County Treasurer,,REP,Diane Hoeing Wenning,220,39,246,505
Decatur,Greensburg 1,County Surveyor,,REP,Andrew P. Scholle,217,39,249,505
Decatur,Greensburg 1,County Commissioner District 1,,REP,Brian Wenning,226,40,250,516
Decatur,Greensburg 1,County Commissioner District 3,,REP,Gabriel Nobbe,217,41,248,506
Decatur,Greensburg 1,County Council Member At Large,,REP,Ernest J. Gauck,146,22,164,332
Decatur,Greensburg 1,County Council Member At Large,,REP,Bill Metz,167,25,176,368
Decatur,Greensburg 1,County Council Member At Large,,REP,Rick J. Nobbe,146,29,181,356
Decatur,Greensburg 1,County Council Member At Large,,DEM,Melanie Hoffman,76,17,77,170
Decatur,Greensburg 1,IN Supreme Court-Rush,,,Yes,169,12,179,360
Decatur,Greensburg 1,IN Supreme Court-Rush,,,No,55,3,60,118
Decatur,Greensburg 1,IN Supreme Court-Massa,,,Yes,158,12,174,344
Decatur,Greensburg 1,IN Supreme Court-Massa,,,No,64,3,61,128
Decatur,Greensburg 1,IN Supreme Court-Molter,,,Yes,160,12,173,345
Decatur,Greensburg 1,IN Supreme Court-Molter,,,No,65,3,61,129
Decatur,Greensburg 1,Court of Appeals Dist 1-Foley,,,Yes,162,13,173,348
Decatur,Greensburg 1,Court of Appeals Dist 1-Foley,,,No,61,2,60,123
Decatur,Greensburg 1,Court of Appeals Dist 4-Pyle III,,,Yes,176,12,181,369
Decatur,Greensburg 1,Court of Appeals Dist 4-Pyle III,,,No,54,3,59,116
Decatur,Greensburg 1,Straight Party,,DEM,Democratic Party,,,,45
Decatur,Greensburg 1,Straight Party,,REP,Republican Party,,,,187
Decatur,Greensburg 1,Ballots Cast,,,,260,28,288,576
Decatur,Greensburg 1,Registered Voters,,,,,,,846
Decatur,Greensburg 2,Public Question-Const Amendment,,,Yes,145,6,157,308
Decatur,Greensburg 2,Public Question-Const Amendment,,,No,95,7,100,202
Decatur,Greensburg 2,President,,REP,Trump \ Vance,188,18,192,398
Decatur,Greensburg 2,President,,DEM,Harris \ Walz,59,8,87,154
Decatur,Greensburg 2,President,,LIB,Oliver \ Ter Maat,1,0,0,1
