county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
White,Big Creek,Registered Voters,,,,608,,,
White,Big Creek,Ballots Cast,,,,449,21,258,170
White,Big Creek,"Public Question-Const Amendment",,,Yes,212,10,122,80
White,Big Creek,"Public Question-Const Amendment",,,No,203,9,119,75
White,Big Creek,"President",,REP,"Donald J. Trump",329,5,191,133
White,Big Creek,"President",,DEM,"Kamala D. Harris",105,16,61,28
White,Big Creek,"President",,LIB,"Chase Oliver",8,0,2,6
White,Big Creek,"President",,WTP,"Robert F. Kennedy Jr.",4,0,1,3
White,Big Creek,"President",,,"Write-ins",1,0,1,0
White,Big Creek,"U.S. Senate",,REP,"Jim Banks",308,6,183,119
White,Big Creek,"U.S. Senate",,DEM,"Valerie McCray",97,14,57,26
White,Big Creek,"U.S. Senate",,LIB,"Andrew Horning",17,0,4,13
White,Big Creek,"U.S. Senate",,,"Write-ins",0,0,0,0
White,Big Creek,"Governor",,REP,"Braun \ Beckwith",268,9,162,97
White,Big Creek,"Governor",,DEM,"Mccormick \ Goodin",116,12,67,37
White,Big Creek,"Governor",,LIB,"Rainwater \ Hudson",44,0,19,25
White,Big Creek,"Governor",,,"Write-ins",0,0,0,0
White,Big Creek,"Attorney General",,REP,"Todd Rokita",315,8,182,125
White,Big Creek,"Attorney General",,DEM,"Destiny Wells",116,12,67,37
White,Big Creek,"U.S. House",4,REP,"Jim Baird",321,8,187,126
White,Big Creek,"U.S. House",4,DEM,"Derrick Holder",83,11,49,23
White,Big Creek,"U.S. House",4,LIB,"Ashley Groff",32,2,15,15
White,Big Creek,"U.S. House",4,,"Write-ins",0,0,0,0
White,Big Creek,"State Senate",5,REP,"Ed Charbonneau",326,8,189,129
White,Big Creek,"State Senate",5,DEM,"Leslie Nuss Bamesberger",105,12,62,31
White,Big Creek,"State House",16,REP,"Kendell Culp",337,8,195,134
White,Big Creek,"State House",16,DEM,"Dennis Collins",92,13,55,24
White,Big Creek,"Judge of the Circuit Court 39th Circuit",,REP,"Jason A. Thompson",370,10,211,149
White,Big Creek,"County Treasurer",,REP,"Barbara Ann Nydegger",360,13,203,144
White,Big Creek,"County Commissioner District 1",,REP,"David L. Davis",375,13,213,149
White,Big Creek,"County Commissioner District 2",,REP,"Kaleb D. Pass",330,9,190,131
White,Big Creek,"County Commissioner District 2",,DEM,"Darin Patrick Griesey",99,11,60,28
White,Big Creek,"County Council Member At Large",,REP,"Art Anderson Jr",241,6,147,88
White,Big Creek,"County Council Member At Large",,REP,"Matthew A. McKean",229,8,123,98
White,Big Creek,"County Council Member At Large",,REP,"Joanne Mosher",230,9,131,90
White,Big Creek,"County Council Member At Large",,DEM,"Ray Anderson Jr.",119,11,66,42
White,Big Creek,"Frontier SB At-Large",,NP,"Stephanie Laorange",274,8,171,95
White,Big Creek,"Frontier SB At-Large",,NP,"David Rosenbarger",318,9,186,123
White,Big Creek,"IN Supreme Court-Rush",,,Yes,280,13,164,103
White,Big Creek,"IN Supreme Court-Rush",,,No,110,4,64,42
White,Big Creek,"IN Supreme Court-Massa",,,Yes,262,9,153,100
White,Big Creek,"IN Supreme Court-Massa",,,No,119,8,68,43
White,Big Creek,"IN Supreme Court-Molter",,,Yes,271,10,158,103
White,Big Creek,"IN Supreme Court-Molter",,,No,112,7,64,41
White,Big Creek,"Court of Appeals Dist 4-Pyle III",,,Yes,267,9,157,101
White,Big Creek,"Court of Appeals Dist 4-Pyle III",,,No,110,8,62,40
White,Big Creek,"Straight Party",,DEM,"Democratic Party",28,,,
White,Big Creek,"Straight Party",,LIB,"Libertarian Party",1,,,
White,Big Creek,"Straight Party",,REP,"Republican Party",111,,,
White,Cass,Registered Voters,,,,363,,,
White,Cass,Ballots Cast,,,,262,14,125,123
White,Cass,"Public Question-Const Amendment",,,Yes,125,5,61,59
White,Cass,"Public Question-Const Amendment",,,No,111,7,49,55
White,Cass,"Public Question-Twin Lakes",,,Yes,20,1,12,7
White,Cass,"Public Question-Twin Lakes",,,No,73,1,45,27
White,Cass,"President",,REP,"Donald J. Trump",210,5,104,101
White,Cass,"President",,DEM,"Kamala D. Harris",42,9,17,16
White,Cass,"President",,LIB,"Chase Oliver",4,0,3,1
White,Cass,"President",,WTP,"Robert F. Kennedy Jr.",4,0,0,4
White,Cass,"President",,,"Write-ins",0,0,0,0
White,Cass,"U.S. Senate",,REP,"Jim Banks",206,6,101,99
