county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Orange,01-French Lick East,Registered Voters,,,,,384,,,
Orange,01-French Lick East,Ballots Cast,,,,,207,,,
Orange,01-French Lick East,Public Question-Const Amendment,,1,,Yes,99,20,76,3
Orange,01-French Lick East,Public Question-Const Amendment,,1,,No,76,14,56,6
Orange,01-French Lick East,President,,1,REP,Donald J. TRUMP / JD VANCE,131,21,103,7
Orange,01-French Lick East,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,70,23,38,9
Orange,01-French Lick East,President,,1,LBT,Chase OLIVER / Mike terr MAAT,2,0,2,0
Orange,01-French Lick East,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,2,0,2,0
Orange,01-French Lick East,President,,1,,Write-In,1,0,1,0
Orange,01-French Lick East,U.S. Senate,,1,REP,Jim BANKS,104,19,78,7
Orange,01-French Lick East,U.S. Senate,,1,DEM,Valerie McCRAY,73,21,43,9
Orange,01-French Lick East,U.S. Senate,,1,LBT,Andrew HORNING,7,1,6,0
Orange,01-French Lick East,U.S. Senate,,1,,Write-In,0,0,0,0
Orange,01-French Lick East,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,98,16,75,7
Orange,01-French Lick East,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,74,20,45,9
Orange,01-French Lick East,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,12,1,11,0
Orange,01-French Lick East,Governor,,1,,Write-In,0,0,0,0
Orange,01-French Lick East,Attorney General,,1,REP,Todd ROKITA,116,19,90,7
Orange,01-French Lick East,Attorney General,,1,DEM,Destiny WELLS,74,21,44,9
Orange,01-French Lick East,U.S. House,8,1,REP,Mark MESSMER,117,17,93,7
Orange,01-French Lick East,U.S. House,8,1,DEM,Erik HURT,61,20,32,9
Orange,01-French Lick East,U.S. House,8,1,LBT,K Richard FITZLAFF,10,2,8,0
Orange,01-French Lick East,U.S. House,8,1,,Write-In,0,0,0,0
Orange,01-French Lick East,State Senate,4,1,REP,Eric A. KOCH,140,25,108,7
Orange,01-French Lick East,State Senate,4,1,DEM,No Candidate Filed,0,0,0,0
Orange,01-French Lick East,State House,65,1,REP,Chris D. MAY,138,26,105,7
Orange,01-French Lick East,State House,65,1,DEM,No Candidate Filed,0,0,0,0
Orange,01-French Lick East,Clerk Of The Circuit Court,,1,REP,Elizabeth (Liz) JONES,140,26,107,7
Orange,01-French Lick East,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Orange,01-French Lick East,County Auditor,,1,REP,Sandy HILL,138,25,106,7
Orange,01-French Lick East,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Orange,01-French Lick East,County Recorder,,1,REP,Heather HENDERSON,121,20,94,7
Orange,01-French Lick East,County Recorder,,1,DEM,Rebecca A. HALEY,69,21,39,9
Orange,01-French Lick East,County Treasurer,,1,REP,Shelley HAMMACK,144,25,112,7
Orange,01-French Lick East,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Orange,01-French Lick East,County Coroner,,1,REP,Benjimin C. FARRIS,145,25,113,7
Orange,01-French Lick East,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Orange,01-French Lick East,County Commissioner,2,1,REP,Steve HOPPER,120,19,95,6
Orange,01-French Lick East,County Commissioner,3,1,REP,Richard W. DIXON,140,26,107,7
Orange,01-French Lick East,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Orange,01-French Lick East,County Council,At Large,3,,Zachary D. BROWN,100,14,82,4
Orange,01-French Lick East,County Council,At Large,3,,George Edward KEY,64,14,49,1
Orange,01-French Lick East,County Council,At Large,3,,Alan D. WAYNICK,78,13,63,2
Orange,01-French Lick East,County Council,At Large,3,,Mark B. JONES,56,9,39,8
Orange,01-French Lick East,County Council,At Large,3,,Austin SCHABER,67,12,45,10
Orange,01-French Lick East,Springs Valley SB,French Lick Town,2,,Todd MARSHALL,116,22,88,6
Orange,01-French Lick East,Springs Valley SB,French Lick Town,2,,Carla (Allen) NEWLIN,95,23,70,2
Orange,01-French Lick East,Springs Valley SB,French Lick Twp,2,,Christopher D. BURTON,105,23,78,4
Orange,01-French Lick East,Springs Valley SB,French Lick Twp,2,,Dustin FARRIS,97,17,78,2
Orange,01-French Lick East,IN Supreme Court-Rush,,1,,Yes,104,21,77,6
Orange,01-French Lick East,IN Supreme Court-Rush,,1,,No,53,13,40,0
Orange,01-French Lick East,IN Supreme Court-Massa,,1,,Yes,98,20,72,6
Orange,01-French Lick East,IN Supreme Court-Massa,,1,,No,57,14,43,0
Orange,01-French Lick East,IN Supreme Court-Molter,,1,,Yes,108,22,80,6
Orange,01-French Lick East,IN Supreme Court-Molter,,1,,No,52,13,39,0
Orange,01-French Lick East,Court of Appeals Dist 1-Foley,,1,,Yes,102,20,76,6
Orange,01-French Lick East,Court of Appeals Dist 1-Foley,,1,,No,56,14,42,0
Orange,01-French Lick East,Court of Appeals Dist 4-Pyle III,,1,,Yes,102,19,77,6
Orange,01-French Lick East,Court of Appeals Dist 4-Pyle III,,1,,No,56,14,42,0
Orange,01-French Lick East,Straight Party,,,DEM,,22,,,
Orange,01-French Lick East,Straight Party,,,REP,,48,,,
Orange,01-French Lick East,Public Question-Const Amendment,,1,,Yes,216,45,162,9
Orange,01-French Lick East,Public Question-Const Amendment,,1,,No,179,43,131,5
Orange,01-French Lick East,President,,1,REP,Donald J. TRUMP / JD VANCE,331,74,244,13
Orange,01-French Lick East,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,111,28,76,7
Orange,01-French Lick East,President,,1,LBT,Chase OLIVER / Mike terr MAAT,4,0,3,1
Orange,01-French Lick East,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,4,0,4,0
Orange,01-French Lick East,President,,1,,Write-In,2,1,1,0
Orange,01-French Lick East,U.S. Senate,,1,REP,Jim BANKS,302,69,222,11
Orange,01-French Lick East,U.S. Senate,,1,DEM,Valerie McCRAY,113,28,78,7
Orange,01-French Lick East,U.S. Senate,,1,LBT,Andrew HORNING,10,1,9,0
Orange,01-French Lick East,U.S. Senate,,1,,Write-In,0,0,0,0
Orange,01-French Lick East,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,278,65,200,13
Orange,01-French Lick East,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,136,34,96,6
Orange,01-French Lick East,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,19,1,17,1
Orange,01-French Lick East,Governor,,1,,Write-In,1,1,0,0
Orange,01-French Lick East,Attorney General,,1,REP,Todd ROKITA,315,72,229,14
Orange,01-French Lick East,Attorney General,,1,DEM,Destiny WELLS,122,28,88,6
Orange,02-French Lick East West Baden,Registered Voters,,,,,710,,,
Orange,02-French Lick East West Baden,Ballots Cast,,,,,459,,,
Orange,02-French Lick East West Baden,U.S. House,8,1,REP,Mark MESSMER,322,76,231,15
Orange,02-French Lick East West Baden,U.S. House,8,1,DEM,Erik HURT,106,26,76,4
Orange,02-French Lick East West Baden,U.S. House,8,1,LBT,K Richard FITZLAFF,7,0,7,0
Orange,02-French Lick East West Baden,U.S. House,8,1,,Write-In,0,0,0,0
Orange,02-French Lick East West Baden,State Senate,4,1,REP,Eric A. KOCH,369,85,269,15
Orange,02-French Lick East West Baden,State Senate,4,1,DEM,No Candidate Filed,0,0,0,0
Orange,02-French Lick East West Baden,State House,65,1,REP,Chris D. MAY,360,79,267,14
Orange,02-French Lick East West Baden,State House,65,1,DEM,No Candidate Filed,0,0,0,0
Orange,02-French Lick East West Baden,Clerk Of The Circuit Court,,1,REP,Elizabeth (Liz) JONES,367,84,269,14
Orange,02-French Lick East West Baden,Clerk Of The Circuit Court,,1,DEM,No Candidate Filed,0,0,0,0
Orange,02-French Lick East West Baden,County Auditor,,1,REP,Sandy HILL,368,84,270,14
Orange,02-French Lick East West Baden,County Auditor,,1,DEM,No Candidate Filed,0,0,0,0
Orange,02-French Lick East West Baden,County Recorder,,1,REP,Heather HENDERSON,324,75,235,14
Orange,02-French Lick East West Baden,County Recorder,,1,DEM,Rebecca A. HALEY,119,28,86,5
Orange,02-French Lick East West Baden,County Treasurer,,1,REP,Shelley HAMMACK,369,82,273,14
Orange,02-French Lick East West Baden,County Treasurer,,1,DEM,No Candidate Filed,0,0,0,0
Orange,02-French Lick East West Baden,County Coroner,,1,REP,Benjimin C. FARRIS,379,86,279,14
Orange,02-French Lick East West Baden,County Coroner,,1,DEM,No Candidate Filed,0,0,0,0
Orange,02-French Lick East West Baden,County Commissioner,2,1,REP,Steve HOPPER,328,73,241,14
Orange,02-French Lick East West Baden,County Commissioner,3,1,REP,Richard W. DIXON,365,83,268,14
Orange,02-French Lick East West Baden,County Commissioner,3,1,DEM,No Candidate Filed,0,0,0,0
Orange,02-French Lick East West Baden,County Council,At Large,3,,Zachary D. BROWN,310,73,222,15
Orange,02-French Lick East West Baden,County Council,At Large,3,,George Edward KEY,182,50,121,11
Orange,02-French Lick East West Baden,County Council,At Large,3,,Alan D. WAYNICK,232,63,158,11
Orange,02-French Lick East West Baden,County Council,At Large,3,,Mark B. JONES,94,25,65,4
Orange,02-French Lick East West Baden,County Council,At Large,3,,Austin SCHABER,116,21,89,6
Orange,02-French Lick East West Baden,Springs Valley SB,French Lick Town,2,,Todd MARSHALL,315,69,237,9
Orange,02-French Lick East West Baden,Springs Valley SB,French Lick Town,2,,Carla (Allen) NEWLIN,207,48,149,10
Orange,02-French Lick East West Baden,Springs Valley SB,French Lick Twp,2,,Christopher D. BURTON,267,62,198,7
Orange,02-French Lick East West Baden,Springs Valley SB,French Lick Twp,2,,Dustin FARRIS,281,59,212,10
Orange,02-French Lick East West Baden,IN Supreme Court-Rush,,1,,Yes,235,52,172,11
Orange,02-French Lick East West Baden,IN Supreme Court-Rush,,1,,No,111,32,77,2
Orange,02-French Lick East West Baden,IN Supreme Court-Massa,,1,,Yes,231,50,168,13
Orange,02-French Lick East West Baden,IN Supreme Court-Massa,,1,,No,113,32,79,2
Orange,02-French Lick East West Baden,IN Supreme Court-Molter,,1,,Yes,230,50,167,13
Orange,02-French Lick East West Baden,IN Supreme Court-Molter,,1,,No,114,31,81,2
Orange,02-French Lick East West Baden,Court of Appeals Dist 1-Foley,,1,,Yes,236,49,174,13
Orange,02-French Lick East West Baden,Court of Appeals Dist 1-Foley,,1,,No,107,31,74,2
Orange,02-French Lick East West Baden,Court of Appeals Dist 4-Pyle III,,1,,Yes,234,50,170,14
Orange,02-French Lick East West Baden,Court of Appeals Dist 4-Pyle III,,1,,No,108,30,77,1
Orange,02-French Lick East West Baden,Straight Party,,,DEM,,30,,,
Orange,02-French Lick East West Baden,Straight Party,,,REP,,120,,,
Orange,03-French Lick North,Registered Voters,,,,,669,,,
Orange,03-French Lick North,Ballots Cast,,,,,434,,,
Orange,03-French Lick North,Public Question-Const Amendment,,1,,Yes,213,55,144,14
Orange,03-French Lick North,Public Question-Const Amendment,,1,,No,169,40,122,7
Orange,03-French Lick North,President,,1,REP,Donald J. TRUMP / JD VANCE,312,81,211,20
Orange,03-French Lick North,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,105,28,65,12
