county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,absentee
Franklin,01 Batesville 1,Registered Voters,,,,,1597,,,
Franklin,01 Batesville 1,Ballots Cast,,,,,1059,,,
Franklin,01 Batesville 1,Public Question-Const Amendment,,,,Yes,504,165,303,36
Franklin,01 Batesville 1,Public Question-Const Amendment,,,,No,439,142,271,26
Franklin,01 Batesville 1,President,,1,REP,Donald J. TRUMP / JD VANCE,733,241,446,46
Franklin,01 Batesville 1,President,,1,DEM,Kamala D. HARRIS / Tim WALZ,286,90,161,35
Franklin,01 Batesville 1,President,,1,LBT,Chase OLIVER / Mike terr MATT,11,1,9,1
Franklin,01 Batesville 1,President,,1,WTP,Robert F. KENNEDY JR. / Nichole SHANAHAN,12,2,9,1
Franklin,01 Batesville 1,President,,1,,Write-In,6,2,4,0
Franklin,01 Batesville 1,U.S. Senate,,1,REP,Jim BANKS,705,227,435,43
Franklin,01 Batesville 1,U.S. Senate,,1,DEM,Valerie McCRAY,274,90,150,34
Franklin,01 Batesville 1,U.S. Senate,,1,LBT,Andrew HORNING,24,6,16,2
Franklin,01 Batesville 1,U.S. Senate,,1,,Write-In,0,0,0,0
Franklin,01 Batesville 1,Governor,,1,REP,Mike BRAUN / Micah BECKWITH,682,219,422,41
Franklin,01 Batesville 1,Governor,,1,DEM,Jennifer G. McCORMICK / Terry GOODIN,300,101,159,40
Franklin,01 Batesville 1,Governor,,1,LBT,Donald RAINWATER / Tonya HUDSON,34,8,26,0
Franklin,01 Batesville 1,Governor,,1,,Write-In,0,0,0,0
Franklin,01 Batesville 1,Attorney General,,1,REP,Todd ROKITA,724,231,450,43
Franklin,01 Batesville 1,Attorney General,,1,DEM,Destiny WELLS,292,96,160,36
Franklin,01 Batesville 1,U.S. House,9,1,REP,Erin HOUCHIN,747,245,458,44
Franklin,01 Batesville 1,U.S. House,9,1,DEM,Timothy (Tim) PECK,257,81,141,35
Franklin,01 Batesville 1,U.S. House,9,1,LBT,Russell (Russ) BROOKSBANK,19,5,14,0
