candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Montgomery,BROWN,1035
,Ballots Cast,,,Montgomery,BROWN,552
,Straight Party,,R,Montgomery,BROWN,225
,Straight Party,,D,Montgomery,BROWN,37
,Straight Party,,L,Montgomery,BROWN,3
Mike Braun,U.S. Senate,,R,Montgomery,BROWN,428
Joe Donnelly,U.S. Senate,,D,Montgomery,BROWN,91
Lucy M Brenton,U.S. Senate,,L,Montgomery,BROWN,26
Write in,U.S. Senate,,,Montgomery,BROWN,0
Connie Lawson,Secretary of State,,R,Montgomery,BROWN,438
Jim Harper,Secretary of State,,D,Montgomery,BROWN,85
Mark W. Rutherford,Secretary of State,,L,Montgomery,BROWN,13
Write in,Secretary of State,,,Montgomery,BROWN,0
Tera Klutz,Auditor of State,,R,Montgomery,BROWN,433
Joselyn Whitticker,Auditor of State,,D,Montgomery,BROWN,82
John Schick,Auditor of State,,L,Montgomery,BROWN,13
Kelly Mitchell,Treasurer of State,,R,Montgomery,BROWN,453
John C. Aguilera,Treasurer of State,,D,Montgomery,BROWN,81
Jim Baird,U S House,4,R,Montgomery,BROWN,448
Tobi Beck,U S House,4,D,Montgomery,BROWN,94
Write in,U S House,4,,Montgomery,BROWN,0
Philip L (Phil) Boots,State Senate,23,R,Montgomery,BROWN,463
No Candidate Filed,State Senate,23,D,Montgomery,BROWN,0
Tim Brown,State Representative,41,R,Montgomery,BROWN,428
Brock Ervin,State Representative,41,D,Montgomery,BROWN,107
,Registered Voters,,,Montgomery,CLARK,1108
,Ballots Cast,,,Montgomery,CLARK,567
,Straight Party,,R,Montgomery,CLARK,233
,Straight Party,,D,Montgomery,CLARK,55
,Straight Party,,L,Montgomery,CLARK,3
Mike Braun,U.S. Senate,,R,Montgomery,CLARK,414
Joe Donnelly,U.S. Senate,,D,Montgomery,CLARK,122
Lucy M Brenton,U.S. Senate,,L,Montgomery,CLARK,27
Write in,U.S. Senate,,,Montgomery,CLARK,1
Connie Lawson,Secretary of State,,R,Montgomery,CLARK,448
Jim Harper,Secretary of State,,D,Montgomery,CLARK,93
Mark W. Rutherford,Secretary of State,,L,Montgomery,CLARK,20
Write in,Secretary of State,,,Montgomery,CLARK,0
Tera Klutz,Auditor of State,,R,Montgomery,CLARK,442
Joselyn Whitticker,Auditor of State,,D,Montgomery,CLARK,94
John Schick,Auditor of State,,L,Montgomery,CLARK,23
Kelly Mitchell,Treasurer of State,,R,Montgomery,CLARK,464
John C. Aguilera,Treasurer of State,,D,Montgomery,CLARK,93
Jim Baird,U S House,4,R,Montgomery,CLARK,440
Tobi Beck,U S House,4,D,Montgomery,CLARK,121
Write in,U S House,4,,Montgomery,CLARK,0
Philip L (Phil) Boots,State Senate,23,R,Montgomery,CLARK,483
No Candidate Filed,State Senate,23,D,Montgomery,CLARK,0
Tim Brown,State Representative,41,R,Montgomery,CLARK,446
Brock Ervin,State Representative,41,D,Montgomery,CLARK,116
,Registered Voters,,,Montgomery,COAL CREEK,989
,Ballots Cast,,,Montgomery,COAL CREEK,530
,Straight Party,,R,Montgomery,COAL CREEK,198
,Straight Party,,D,Montgomery,COAL CREEK,43
,Straight Party,,L,Montgomery,COAL CREEK,3
Mike Braun,U.S. Senate,,R,Montgomery,COAL CREEK,376
Joe Donnelly,U.S. Senate,,D,Montgomery,COAL CREEK,121
Lucy M Brenton,U.S. Senate,,L,Montgomery,COAL CREEK,28
Write in,U.S. Senate,,,Montgomery,COAL CREEK,0
Connie Lawson,Secretary of State,,R,Montgomery,COAL CREEK,411
