county,precinct,office,district,candidate,party,votes
Huntington,05-Clark Creek 1,Voters,,Registered,,868
Huntington,05-Clark Creek 1,Voters,,Ballots Cast,,632
Huntington,05-Clark Creek 1,President,,Donald Trump,REP,490
Huntington,05-Clark Creek 1,President,,Hillary Clinton,DEM,104
Huntington,05-Clark Creek 1,President,,Gary Johnson,LBT,29
Huntington,05-Clark Creek 1,President,,Write-ins,,5
Huntington,05-Clark Creek 1,U.S. Senate,,Todd Young,REP,425
Huntington,05-Clark Creek 1,U.S. Senate,,Evan Bayh,DEM,147
Huntington,05-Clark Creek 1,U.S. Senate,,Lucy Brenton,LBT,47
Huntington,05-Clark Creek 1,U.S. Senate,,Write-ins,,0
Huntington,05-Clark Creek 1,Governor,,Eric Holcomb,REP,409
Huntington,05-Clark Creek 1,Governor,,John Gregg,DEM,177
Huntington,05-Clark Creek 1,Governor,,Rex Bell,LBT,28
Huntington,05-Clark Creek 1,Governor,,Write-ins,,0
Huntington,05-Clark Creek 1,Attorney General,,Curtis Hill,REP,497
Huntington,05-Clark Creek 1,Attorney General,,Lorenzo Arredondo,DEM,100
Huntington,05-Clark Creek 1,Public Instruction,,Jennifer McCormick,REP,411
Huntington,05-Clark Creek 1,Public Instruction,,Glenda Ritz,DEM,196
Huntington,05-Clark Creek 1,U.S. House,3,Jim Banks,REP,485
Huntington,05-Clark Creek 1,U.S. House,3,Tommy Schrader,DEM,85
Huntington,05-Clark Creek 1,U.S. House,3,Pepper Snyder,LBT,38
Huntington,05-Clark Creek 1,U.S. House,3,Write-ins,,0
Huntington,05-Clark Creek 1,State House,50,Dan Leonard,REP,489
Huntington,05-Clark Creek 1,State House,50,Jorge Fernandez,DEM,115
Huntington,06-Clark Creek 2,Voters,,Registered,,648
Huntington,06-Clark Creek 2,Voters,,Ballots Cast,,501
Huntington,06-Clark Creek 2,President,,Donald Trump,REP,392
Huntington,06-Clark Creek 2,President,,Hillary Clinton,DEM,77
Huntington,06-Clark Creek 2,President,,Gary Johnson,LBT,16
Huntington,06-Clark Creek 2,President,,Write-ins,,6
Huntington,06-Clark Creek 2,U.S. Senate,,Todd Young,REP,365
Huntington,06-Clark Creek 2,U.S. Senate,,Evan Bayh,DEM,91
Huntington,06-Clark Creek 2,U.S. Senate,,Lucy Brenton,LBT,32
Huntington,06-Clark Creek 2,U.S. Senate,,Write-ins,,0
Huntington,06-Clark Creek 2,Governor,,Eric Holcomb,REP,350
Huntington,06-Clark Creek 2,Governor,,John Gregg,DEM,124
Huntington,06-Clark Creek 2,Governor,,Rex Bell,LBT,9
Huntington,06-Clark Creek 2,Governor,,Write-ins,,0
Huntington,06-Clark Creek 2,Attorney General,,Curtis Hill,REP,416
Huntington,06-Clark Creek 2,Attorney General,,Lorenzo Arredondo,DEM,50
Huntington,06-Clark Creek 2,Public Instruction,,Jennifer McCormick,REP,334
Huntington,06-Clark Creek 2,Public Instruction,,Glenda Ritz,DEM,141
Huntington,06-Clark Creek 2,U.S. House,3,Jim Banks,REP,415
Huntington,06-Clark Creek 2,U.S. House,3,Tommy Schrader,DEM,34
Huntington,06-Clark Creek 2,U.S. House,3,Pepper Snyder,LBT,27
Huntington,06-Clark Creek 2,U.S. House,3,Write-ins,,0
Huntington,06-Clark Creek 2,State House,50,Dan Leonard,REP,414
Huntington,06-Clark Creek 2,State House,50,Jorge Fernandez,DEM,60
Huntington,08-Dallas 1,Voters,,Registered,,742
Huntington,08-Dallas 1,Voters,,Ballots Cast,,533
Huntington,08-Dallas 1,President,,Donald Trump,REP,414
Huntington,08-Dallas 1,President,,Hillary Clinton,DEM,88
Huntington,08-Dallas 1,President,,Gary Johnson,LBT,21
Huntington,08-Dallas 1,President,,Write-ins,,4
Huntington,08-Dallas 1,U.S. Senate,,Todd Young,REP,369
Huntington,08-Dallas 1,U.S. Senate,,Evan Bayh,DEM,122
Huntington,08-Dallas 1,U.S. Senate,,Lucy Brenton,LBT,29
Huntington,08-Dallas 1,U.S. Senate,,Write-ins,,0
Huntington,08-Dallas 1,Governor,,Eric Holcomb,REP,374
Huntington,08-Dallas 1,Governor,,John Gregg,DEM,127
Huntington,08-Dallas 1,Governor,,Rex Bell,LBT,14
Huntington,08-Dallas 1,Governor,,Write-ins,,0
Huntington,08-Dallas 1,Attorney General,,Curtis Hill,REP,420
Huntington,08-Dallas 1,Attorney General,,Lorenzo Arredondo,DEM,86
Huntington,08-Dallas 1,Public Instruction,,Jennifer McCormick,REP,327
