county,office,district,party,candidate,votes
Allen,U.S. House,3,Democratic,Thomas Hayhurst,33664
Allen,U.S. House,3,Republican,Marlin A. Stutzman,49971
Allen,U.S. House,3,Libertarian,Scott Wise,3415
DeKalb,U.S. House,3,Democratic,Thomas Hayhurst,3732
DeKalb,U.S. House,3,Republican,Marlin A. Stutzman,7199
DeKalb,U.S. House,3,Libertarian,Scott Wise,576
Elkhart,U.S. House,3,Democratic,Thomas Hayhurst,7171
Elkhart,U.S. House,3,Republican,Marlin A. Stutzman,19212
Elkhart,U.S. House,3,Libertarian,Scott Wise,797
Kosciusko,U.S. House,3,Democratic,Thomas Hayhurst,4223
Kosciusko,U.S. House,3,Republican,Marlin A. Stutzman,14731
Kosciusko,U.S. House,3,Libertarian,Scott Wise,924
LaGrange,U.S. House,3,Democratic,Thomas Hayhurst,1688
LaGrange,U.S. House,3,Republican,Marlin A. Stutzman,4538
LaGrange,U.S. House,3,Libertarian,Scott Wise,317
Noble,U.S. House,3,Democratic,Thomas Hayhurst,3474
Noble,U.S. House,3,Republican,Marlin A. Stutzman,7211
Noble,U.S. House,3,Libertarian,Scott Wise,592
Steuben,U.S. House,3,Democratic,Thomas Hayhurst,3537
Steuben,U.S. House,3,Republican,Marlin A. Stutzman,6017
Steuben,U.S. House,3,Libertarian,Scott Wise,549
Whitley,U.S. House,3,Democratic,Thomas Hayhurst,6536
Whitley,U.S. House,3,Republican,Marlin A. Stutzman,3391
Whitley,U.S. House,3,Libertarian,Scott Wise,744
