county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Boone,Center 1,U.S. Senate,,R,Mike Braun,252,,87,0,165,
Boone,Center 1,U.S. Senate,,D,Joe Donnelly,150,,48,0,102,
Boone,Center 1,U.S. Senate,,L,Lucy M. Brenton,15,,7,0,8,
Boone,Center 1,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 1,State Secretary,,R,Connie Lawson,290,,99,0,191,
Boone,Center 1,State Secretary,,D,Jim Harper,111,,30,0,81,
Boone,Center 1,State Secretary,,L,Mark W. Rutherford,11,,8,0,3,
Boone,Center 1,State Secretary,,,Write in,0,,0,0,0,
Boone,Center 1,State Auditor,,R,Tera Klutz,272,,92,0,180,
Boone,Center 1,State Auditor,,D,Joselyn Whitticker,118,,35,0,83,
Boone,Center 1,State Auditor,,L,John Schick,18,,10,0,8,
Boone,Center 1,State Treasurer,,R,Kelly Mitchell,284,,98,0,186,
Boone,Center 1,State Treasurer,,D,John C. Aguilera,120,,37,0,83,
Boone,Center 1,U.S. House,4,R,Jim Baird,282,,99,0,183,
Boone,Center 1,U.S. House,4,D,Tobi Beck,126,,40,0,86,
Boone,Center 1,U.S. House,4,,Write in,0,,0,0,0,
Boone,Center 1,State Senate,23,R,Philip L. (phil) Boots,323,,115,0,208,
Boone,Center 1,State House,41,R,Tim Brown,291,,101,0,190,
Boone,Center 1,State House,41,D,Brock Ervin,118,,36,0,82,
Boone,Center 2,U.S. Senate,,R,Mike Braun,246,,140,0,106,
Boone,Center 2,U.S. Senate,,D,Joe Donnelly,129,,73,0,56,
Boone,Center 2,U.S. Senate,,L,Lucy M. Brenton,21,,10,0,11,
Boone,Center 2,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 2,State Secretary,,R,Connie Lawson,284,,159,0,125,
Boone,Center 2,State Secretary,,D,Jim Harper,98,,55,0,43,
Boone,Center 2,State Secretary,,L,Mark W. Rutherford,15,,10,0,5,
Boone,Center 2,State Secretary,,,Write in,0,,0,0,0,
Boone,Center 2,State Auditor,,R,Tera Klutz,273,,156,0,117,
Boone,Center 2,State Auditor,,D,Joselyn Whitticker,100,,54,0,46,
Boone,Center 2,State Auditor,,L,John Schick,21,,12,0,9,
Boone,Center 2,State Treasurer,,R,Kelly Mitchell,295,,166,0,129,
Boone,Center 2,State Treasurer,,D,John C. Aguilera,101,,57,0,44,
Boone,Center 2,U.S. House,4,R,Jim Baird,278,,157,0,121,
Boone,Center 2,U.S. House,4,D,Tobi Beck,119,,68,0,51,
Boone,Center 2,U.S. House,4,,Write in,0,,0,0,0,
Boone,Center 2,State Senate,23,R,Philip L. (phil) Boots,327,,186,0,141,
Boone,Center 2,State House,41,R,Tim Brown,281,,159,0,122,
Boone,Center 2,State House,41,D,Brock Ervin,112,,60,0,52,
Boone,Center 3,U.S. Senate,,R,Mike Braun,175,,93,0,82,
Boone,Center 3,U.S. Senate,,D,Joe Donnelly,102,,49,0,53,
Boone,Center 3,U.S. Senate,,L,Lucy M. Brenton,31,,20,0,11,
Boone,Center 3,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 3,State Secretary,,R,Connie Lawson,196,,102,0,94,
Boone,Center 3,State Secretary,,D,Jim Harper,88,,42,0,46,
Boone,Center 3,State Secretary,,L,Mark W. Rutherford,22,,17,0,5,
Boone,Center 3,State Secretary,,,Write in,0,,0,0,0,
Boone,Center 3,State Auditor,,R,Tera Klutz,190,,101,0,89,
Boone,Center 3,State Auditor,,D,Joselyn Whitticker,92,,43,0,49,
Boone,Center 3,State Auditor,,L,John Schick,20,,15,0,5,
Boone,Center 3,State Treasurer,,R,Kelly Mitchell,210,,113,0,97,
Boone,Center 3,State Treasurer,,D,John C. Aguilera,89,,44,0,45,
Boone,Center 3,U.S. House,4,R,Jim Baird,197,,108,0,89,
Boone,Center 3,U.S. House,4,D,Tobi Beck,106,,52,0,54,
Boone,Center 3,U.S. House,4,,Write in,0,,0,0,0,
Boone,Center 3,State Senate,23,R,Philip L. (phil) Boots,230,,127,0,103,
Boone,Center 3,State House,41,R,Tim Brown,198,,109,0,89,
Boone,Center 3,State House,41,D,Brock Ervin,105,,52,0,53,
Boone,Center 4,U.S. Senate,,R,Mike Braun,182,,94,0,88,
Boone,Center 4,U.S. Senate,,D,Joe Donnelly,110,,62,0,48,
Boone,Center 4,U.S. Senate,,L,Lucy M. Brenton,14,,7,0,7,
Boone,Center 4,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 4,State Secretary,,R,Connie Lawson,204,,100,0,104,
Boone,Center 4,State Secretary,,D,Jim Harper,79,,50,0,29,
Boone,Center 4,State Secretary,,L,Mark W. Rutherford,18,,10,0,8,
Boone,Center 4,State Secretary,,,Write in,0,,0,0,0,
Boone,Center 4,State Auditor,,R,Tera Klutz,201,,99,0,102,
Boone,Center 4,State Auditor,,D,Joselyn Whitticker,81,,52,0,29,
Boone,Center 4,State Auditor,,L,John Schick,16,,8,0,8,
Boone,Center 4,State Treasurer,,R,Kelly Mitchell,216,,105,0,111,
Boone,Center 4,State Treasurer,,D,John C. Aguilera,80,,51,0,29,
Boone,Center 4,U.S. House,4,R,Jim Baird,214,,108,0,106,
Boone,Center 4,U.S. House,4,D,Tobi Beck,84,,52,0,32,
Boone,Center 4,U.S. House,4,,Write in,1,,1,0,0,
Boone,Center 4,State Senate,23,R,Philip L. (phil) Boots,234,,118,0,116,
Boone,Center 4,State House,41,R,Tim Brown,215,,105,0,110,
Boone,Center 4,State House,41,D,Brock Ervin,90,,57,0,33,
Boone,Center 5,U.S. Senate,,R,Mike Braun,424,,210,0,214,
Boone,Center 5,U.S. Senate,,D,Joe Donnelly,155,,81,0,74,
Boone,Center 5,U.S. Senate,,L,Lucy M. Brenton,25,,11,0,14,
Boone,Center 5,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 5,State Secretary,,R,Connie Lawson,466,,230,0,236,
Boone,Center 5,State Secretary,,D,Jim Harper,120,,63,0,57,
Boone,Center 5,State Secretary,,L,Mark W. Rutherford,20,,10,0,10,
Boone,Center 5,State Secretary,,,Write in,0,,0,0,0,
Boone,Center 5,State Auditor,,R,Tera Klutz,448,,227,0,221,
Boone,Center 5,State Auditor,,D,Joselyn Whitticker,126,,61,0,65,
Boone,Center 5,State Auditor,,L,John Schick,25,,13,0,12,
Boone,Center 5,State Treasurer,,R,Kelly Mitchell,479,,242,0,237,
Boone,Center 5,State Treasurer,,D,John C. Aguilera,119,,59,0,60,
Boone,Center 5,U.S. House,4,R,Jim Baird,460,,233,0,227,
Boone,Center 5,U.S. House,4,D,Tobi Beck,138,,68,0,70,
Boone,Center 5,U.S. House,4,,Write in,0,,0,0,0,
Boone,Center 5,State Senate,23,R,Philip L. (phil) Boots,501,,261,0,240,
Boone,Center 5,State House,41,R,Tim Brown,457,,227,0,230,
Boone,Center 5,State House,41,D,Brock Ervin,139,,72,0,67,
Boone,Center 6,U.S. Senate,,R,Mike Braun,163,,89,0,74,
Boone,Center 6,U.S. Senate,,D,Joe Donnelly,123,,42,0,81,
Boone,Center 6,U.S. Senate,,L,Lucy M. Brenton,37,,18,0,19,
Boone,Center 6,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 6,State Secretary,,R,Connie Lawson,203,,102,0,101,
Boone,Center 6,State Secretary,,D,Jim Harper,100,,34,0,66,
Boone,Center 6,State Secretary,,L,Mark W. Rutherford,19,,12,0,7,
Boone,Center 6,State Secretary,,,Write in,0,,0,0,0,
Boone,Center 6,State Auditor,,R,Tera Klutz,196,,99,0,97,
Boone,Center 6,State Auditor,,D,Joselyn Whitticker,104,,34,0,70,
Boone,Center 6,State Auditor,,L,John Schick,17,,11,0,6,
Boone,Center 6,State Treasurer,,R,Kelly Mitchell,210,,108,0,102,
Boone,Center 6,State Treasurer,,D,John C. Aguilera,107,,34,0,73,
Boone,Center 6,U.S. House,4,R,Jim Baird,199,,104,0,95,
Boone,Center 6,U.S. House,4,D,Tobi Beck,121,,42,0,79,
Boone,Center 6,U.S. House,4,,Write in,0,,0,0,0,
Boone,Center 6,State Senate,23,R,Philip L. (phil) Boots,235,,121,0,114,
Boone,Center 6,State House,41,R,Tim Brown,201,,102,0,99,
Boone,Center 6,State House,41,D,Brock Ervin,116,,41,0,75,
Boone,Center 7,U.S. Senate,,R,Mike Braun,234,,101,0,133,
Boone,Center 7,U.S. Senate,,D,Joe Donnelly,167,,72,0,95,
Boone,Center 7,U.S. Senate,,L,Lucy M. Brenton,27,,14,0,13,
Boone,Center 7,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 7,State Secretary,,R,Connie Lawson,276,,118,0,158,
Boone,Center 7,State Secretary,,D,Jim Harper,132,,56,0,76,
Boone,Center 7,State Secretary,,L,Mark W. Rutherford,18,,11,0,7,
Boone,Center 7,State Secretary,,,Write in,1,,1,0,0,
Boone,Center 7,State Auditor,,R,Tera Klutz,270,,115,0,155,
Boone,Center 7,State Auditor,,D,Joselyn Whitticker,139,,60,0,79,
Boone,Center 7,State Auditor,,L,John Schick,15,,9,0,6,
Boone,Center 7,State Treasurer,,R,Kelly Mitchell,284,,126,0,158,
Boone,Center 7,State Treasurer,,D,John C. Aguilera,138,,56,0,82,
Boone,Center 7,U.S. House,4,R,Jim Baird,270,,120,0,150,
Boone,Center 7,U.S. House,4,D,Tobi Beck,156,,65,0,91,
Boone,Center 7,U.S. House,4,,Write in,0,,0,0,0,
Boone,Center 7,State Senate,23,R,Philip L. (phil) Boots,326,,147,0,179,
Boone,Center 7,State House,41,R,Tim Brown,267,,117,0,150,
Boone,Center 7,State House,41,D,Brock Ervin,155,,67,0,88,
Boone,Center 8,U.S. Senate,,R,Mike Braun,107,,58,0,49,
Boone,Center 8,U.S. Senate,,D,Joe Donnelly,65,,40,0,25,
Boone,Center 8,U.S. Senate,,L,Lucy M. Brenton,15,,12,0,3,
Boone,Center 8,U.S. Senate,,,Write in,0,,0,0,0,
Boone,Center 8,State Secretary,,R,Connie Lawson,120,,64,0,56,
Boone,Center 8,State Secretary,,D,Jim Harper,53,,35,0,18,
Boone,Center 8,State Secretary,,L,Mark W. Rutherford,13,,11,0,2,
Boone,Center 8,State Secretary,,,Write in,0,,0,0,0,
Boone,Center 8,State Auditor,,R,Tera Klutz,120,,63,0,57,
Boone,Center 8,State Auditor,,D,Joselyn Whitticker,53,,35,0,18,
Boone,Center 8,State Auditor,,L,John Schick,13,,12,0,1,
Boone,Center 8,State Treasurer,,R,Kelly Mitchell,126,,68,0,58,
Boone,Center 8,State Treasurer,,D,John C. Aguilera,56,,40,0,16,
Boone,Center 8,U.S. House,4,R,Jim Baird,125,,66,0,59,
