county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Bartholomew,Pct. 0100,U.S. Senate,,R,Mike Braun,170,,89,0,81,
Bartholomew,Pct. 0100,U.S. Senate,,D,Joe Donnelly,277,,139,0,138,
Bartholomew,Pct. 0100,U.S. Senate,,L,Lucy M. Brenton,27,,13,0,14,
Bartholomew,Pct. 0100,U.S. Senate,,,Write in,0,,0,0,0,
Bartholomew,Pct. 0100,State Secretary,,R,Connie Lawson,202,,107,0,95,
Bartholomew,Pct. 0100,State Secretary,,D,Jim Harper,240,,116,0,124,
Bartholomew,Pct. 0100,State Secretary,,L,Mark W. Rutherford,24,,10,0,14,
Bartholomew,Pct. 0100,State Secretary,,,Write in,0,,0,0,0,
Bartholomew,Pct. 0100,State Auditor,,R,Tera Klutz,199,,106,0,93,
Bartholomew,Pct. 0100,State Auditor,,D,Joselyn Whitticker,239,,113,0,126,
Bartholomew,Pct. 0100,State Auditor,,L,John Schick,23,,10,0,13,
Bartholomew,Pct. 0100,State Treasurer,,R,Kelly Mitchell,211,,112,0,99,
Bartholomew,Pct. 0100,State Treasurer,,D,John C. Aguilera,249,,116,0,133,
Bartholomew,0 1 0 0-pct. 0100,State Treasurer,,R,William M. (bill) Nash,291,,156,0,135,
Bartholomew,Pct. 0200,U.S. Senate,,R,Mike Braun,441,,272,0,"1,69",
Bartholomew,Pct. 0200,U.S. Senate,,D,Joe Donnelly,355,,180,0,"1,75",
Bartholomew,Pct. 0200,U.S. Senate,,L,Lucy M. Brenton,27,,21,0,6,
Bartholomew,Pct. 0200,U.S. Senate,,,Write in,0,,0,0,10,
Bartholomew,Pct. 0200,State Secretary,,R,Connie Lawson,488,,300,0,"1,88",
Bartholomew,Pct. 0200,State Secretary,,D,Jim Harper,290,,143,0,147,
Bartholomew,Pct. 0200,State Secretary,,L,Mark W. Rutherford,28,,18,0,10,
Bartholomew,Pct. 0200,State Secretary,,,Write in,0,,0,0,0,
Bartholomew,Pct. 0200,State Auditor,,R,Tera Klutz,482,,294,0,188,
Bartholomew,Pct. 0200,State Auditor,,D,Joselyn Whitticker,290,,143,0,147,
Bartholomew,Pct. 0200,State Auditor,,L,John Schick,27,,19,0,I8,
Bartholomew,Pct. 0200,State Treasurer,,R,Kelly Mitchell,510,,318,0,192,
Bartholomew,Pct. 0200,State Treasurer,,D,John C. Aguilera,289,,138,0,151,
