county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Clay,Brazil 1,U.S. Senate,,R,Mike Braun,260,,181,0,79,
Clay,Brazil 1,U.S. Senate,,D,Joe Donnelly,136,,75,0,61,
Clay,Brazil 1,U.S. Senate,,L,Lucy M Brenton,39,,31,0,8,
Clay,Brazil 1,U.S. Senate,,,Write in,1,,1,0,0,
Clay,Brazil 1,State Secretary,,R,Connie Lawson,278,,191,0,87,
Clay,Brazil 1,State Secretary,,D,Jim Harper,129,,72,0,57,
Clay,Brazil 1,State Secretary,,L,Mark W Rutherford,20,,17,0,3,
Clay,Brazil 1,State Secretary,,,Write in,0,,0,0,0,
Clay,Brazil 1,State Auditor,,R,Tera Klutz,271,,191,0,80,
Clay,Brazil 1,State Auditor,,D,Joselyn Whitticker,128,,70,0,58,
Clay,Brazil 1,State Auditor,,L,John Schick,23,,16,0,7,
Clay,Brazil 1,State Auditor,,,Write in,0,,0,0,0,
Clay,Brazil 1,State Treasurer,,R,Kelly Mitchell,295,,206,0,89,
Clay,Brazil 1,State Treasurer,,D,John C Aguilera,126,,72,0,54,
Clay,Brazil 1,State Treasurer,,,Write in,0,,0,0,0,
Clay,Brazil 1,U.S. House,8,R,Larry D Bucshon,298,,211,0,87,
Clay,Brazil 1,U.S. House,8,D,William Tanoos,130,,71,0,59,
Clay,Brazil 1,U.S. House,8,,Write in,0,,0,0,0,
Clay,Brazil 1,State Senate,38,R,Jon Ford,286,,201,0,85,
Clay,Brazil 1,State Senate,38,D,Chris Gambill,144,,83,0,61,
Clay,Brazil 1,State House,42,R,Alan Morrison,255,,183,0,72,
Clay,Brazil 1,State House,42,D,Evelyn Brown,178,,100,0,78,
Clay,Brazil 2,U.S. Senate,,R,Mike Braun,275,,182,0,93,
Clay,Brazil 2,U.S. Senate,,D,Joe Donnelly,168,,95,0,73,
Clay,Brazil 2,U.S. Senate,,L,Lucy M Brenton,32,,24,0,8,
Clay,Brazil 2,U.S. Senate,,,Write in,0,,0,0,0,
Clay,Brazil 2,State Secretary,,R,Connie Lawson,304,,203,0,101,
Clay,Brazil 2,State Secretary,,D,Jim Harper,139,,77,0,62,
Clay,Brazil 2,State Secretary,,L,Mark W Rutherford,25,,17,0,8,
