county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Hamilton,Rn,U.S. Senate,,R,Mike Braun,165,,147,13,5,
Hamilton,Rn,U.S. Senate,,,Joe Donnelly,44,,37,4,3,
Hamilton,Rn,U.S. Senate,,L,Lucy M. Brenton,5,,5,0,0,
Hamilton,Rn,U.S. Senate,,,Write in,0,,0,0,0,
Hamilton,Rn,State Secretary,,R,Connie Lawson,172,,154,12,6,
Hamilton,Rn,State Secretary,,D,Jim Harper,36,,30,4,2,
Hamilton,Rn,State Secretary,,L,Mark W. Rutherford,3,,3,0,0,
Hamilton,Rn,State Secretary,,,Write in,0,,0,0,0,
Hamilton,Rn,State Auditor,,R,Tera Klutz,166,,148,12,6,
Hamilton,Rn,State Auditor,,D,Joselyn Whitticker,42,,36,4,2,
Hamilton,Rn,State Auditor,,L,John Schick,2,,2,0,0,
Hamilton,Rn,State Treasurer,,R,Kelly Mitchell,174,,156,12,6,
Hamilton,Rn,State Treasurer,,D,John C. Aguilera,36,,30,4,2,
Hamilton,Bakers Corner,U.S. House,5,R,Susan W. Brooks,175,,155,13,6,
Hamilton,Bakers Corner,U.S. House,5,D,Dee Thornton,38,,32,4,2,
Hamilton,Bakers Corner,State House,32,R,"Anthony J. (""tony"") Cook",173,,154,13,6,
Hamilton,Bakers Corner,State House,32,D,Amie Neiling,40,,34,4,2,
Hamilton,Boxley,U.S. Senate,,R,Mike Braun,196,,178,13,5,
Hamilton,Boxley,U.S. Senate,,D,Joe Donnelly,66,,46,14,6,
Hamilton,Boxley,U.S. Senate,,L,Lucy M. Brenton,17,,14,0,3,
Hamilton,Boxley,U.S. Senate,,,Write in,0,,0,0,0,
Hamilton,Boxley,State Auditor,,R,Tera Klutz,212,,189,13,10,
Hamilton,Boxley,State Auditor,,D,Joselyn Whitticker,54,,38,13,3,
Hamilton,Boxley,State Auditor,,L,John Schick,10,,9,0,1,
Hamilton,Boxley,State Treasurer,,R,Kelly Mitchell,220,,198,13,9,
Hamilton,Boxley,State Treasurer,,D,John C. Aguilera,52,,34,13,5,
Hamilton,Boxley,U.S. House,5,R,Susan W: Brooks,215,,197,11,7,
Hamilton,Boxley,U.S. House,5,D,Dee Thornton,61,,38,16,7,
Hamilton,Boxley,State Senate,21,R,James R. Buck,212,,193,11,a,
Hamilton,Boxley,State Senate,21,D,Christina Fivecoate,62,,42,14,6,
Hamilton,Boxley,State House,32,R,"Anthony J. (""tony"") Cook",215,,192,13,10,
Hamilton,Boxley,State House,32,D,Amie Neiling,61,,43,14,4,
Hamilton,Sheridan 01,U.S. Senate,,R,Mike Braun,156,,142,5,9,
Hamilton,Sheridan 01,U.S. Senate,,D,Joe Donnelly,81,,73,5,3,
Hamilton,Sheridan 01,U.S. Senate,,L,Lucy M. Brenton,12,,10,0,2,
Hamilton,Sheridan 01,U.S. Senate,,,Write in,0,,0,0,0,
Hamilton,Sheridan 01,State Secretary,,R,Connie Lawson,181,,164,5,12,
Hamilton,Sheridan 01,State Secretary,,D,Jim Harper,59,,51,5,3,
Hamilton,Sheridan 01,State Secretary,,L,Mark W. Rutherford,9,,9,0,0,
Hamilton,Sheridan 01,State Secretary,,,Write in,0,,0,0,0,
Hamilton,Sheridan 01,State Auditor,,R,Tera Klutz,174,,157,5,12,
Hamilton,Sheridan 01,State Auditor,,D,Joselyn Whitticker,63,,55,5,3,
Hamilton,Sheridan 01,State Auditor,,L,John Schick,9,,9,0,0,
Hamilton,Sheridan 01,State Treasurer,,R,Kelly Mitchell,186,,169,5,12,
Hamilton,Sheridan 01,State Treasurer,,D,John C. Aguilera,62,,54,5,3,
Hamilton,Sheridan 01,U.S. House,5,R,Susan W. Brooks,182,,165,5,12,
Hamilton,Sheridan 01,U.S. House,5,D,Dee Thornton,61,,53,5,3,
Hamilton,Sheridan 01,U.S. House,5,,Write in,0,,0,0,0,
Hamilton,Sheridan 01,State Senate,21,R,James R. Buck,180,,163,5,12,
Hamilton,Sheridan 01,State Senate,21,D,Christina Fivecoate,67,,59,5,3,
Hamilton,Sheridan 01,State House,32,R,"Anthony J. (""tony"") Cook",185,,168,5,12,
Hamilton,Sheridan 01,State House,32,D,Amie Neiling,64,,56,5,3,
Hamilton,Sheridan 02,U.S. Senate,,R,Mike Braun,271,,257,9,5,
Hamilton,Sheridan 02,U.S. Senate,,D,Joe Donnelly,102,,91,11,0,
Hamilton,Sheridan 02,U.S. Senate,,L,Lucy M. Brenton,20,,20,0,0,
Hamilton,Sheridan 02,U.S. Senate,,,Write in,0,,0,0,0,
Hamilton,Sheridan 02,State Secretary,,R,Connie Lawson,300,,286,9,5,
Hamilton,Sheridan 02,State Secretary,,D,Jim Harper,78,,67,11,0,
Hamilton,Sheridan 02,State Secretary,,L,Mark W. Rutherford,12,,12,0,0,
Hamilton,Sheridan 02,State Secretary,,,Write in,0,,0,0,0,
Hamilton,Sheridan 02,State Auditor,,R,Tera Klutz,303,,288,10,5,
Hamilton,Sheridan 02,State Auditor,,D,Joselyn Whitticker,75,,65,10,0,
Hamilton,Sheridan 02,State Auditor,,L,John Schick,10,,10,0,0,
Hamilton,Sheridan 02,State Treasurer,,R,Kelly Mitchell,312,,297,10,5,
Hamilton,Sheridan 02,State Treasurer,,D,John C. Aguilera,78,,68,10,0,
Hamilton,Sheridan 02,U.S. House,5,R,Susan W. Brooks,316,,302,9,5,
Hamilton,Sheridan 02,U.S. House,5,D,Dee Thornton,77,,66,11,0,
Hamilton,Sheridan 02,U.S. House,5,,Write in,0,,0,0,0,
Hamilton,Sheridan 02,State Senate,21,R,James R. Buck,303,,288,10,5,
Hamilton,Sheridan 02,State Senate,21,D,Christina Fivecoate,88,,78,10,0,
Hamilton,Sheridan 02,State House,32,R,"Anthony J. (""tony"") Cook",308,,294,9,5,
Hamilton,Sheridan 02,State House,32,D,Amie Neiling,80,,69,11,0,
Hamilton,Sheridan 03,U.S. Senate,,R,"Mike Braun ,",197,,179,10,8,
Hamilton,Sheridan 03,U.S. Senate,,D,Joe Donnelly,77,,69,3,5,
Hamilton,Sheridan 03,U.S. Senate,,L,Lucy M. Brenton,17,,15,2,0,
